"","name","price","type","volume","origin"
"8380","Kilchoman2010VintageIslay2010","150,00$","Whiskyécossais","700ml","RoyaumeUni"
"8381","KilchomanBramble","46,00$","Liqueur","500ml","RoyaumeUni"
"8382","KilchomanMachirBayScotchSingleMalt","85,00$","Whiskyécossais","700ml","RoyaumeUni"
"8383","KilchomanMadeiraCaskIslaySingleMaltScotchWhisky","184,50$","Whiskyécossais","700ml","RoyaumeUni"
"8384","KilchomanSanaigIslaySingleMaltScotchWhisky","94,00$","Whiskyécossais","700ml","RoyaumeUni"
"8385","KilchomanSTRCaskMaturedIslaySingleMaltScotchWhisky","175,50$","Whiskyécossais","700ml","RoyaumeUni"
"8386","KilikanoonKavel'sFlockShirazBarossaValley2017","24,40$","Vinrouge","750ml","Australie"
"8387","KilikanoonKillerman'sRunShiraz2017","22,00$","Vinrouge","750ml","Australie"
"8388","KilikanoonMulga2016","18,95$","Vinrouge","750ml","Australie"
"8389","KilikanoonTheLackey2018","18,00$","Vinrouge","750ml","Australie"
"8390","KilingerRye","40,00$","Whisky","750ml","Canada"
"8391","Kilkerran12AnsSingleMaltScotchWhisky","85,75$","Whiskyécossais","700ml","RoyaumeUni"
"8392","KillerQueenVodka","35,50$","Vodka","750ml","Lettonie"
"8393","KimCrawford2019","17,55$","Vinrosé","750ml","Nouvelle-Zélande"
"8394","KimCrawfordPinotGrisMarlborough","19,90$","Vinblanc","750ml","Nouvelle-Zélande"
"8395","KimCrawfordPinotNoir2018","20,50$","Vinrouge","750ml","Nouvelle-Zélande"
"8396","KimCrawfordReserveMerlot2016","21,00$","Vinrouge","750ml","Nouvelle-Zélande"
"8397","KimCrawfordSauvignonBlancHolidayEdition2018","19,90$","Vinblanc","750ml","Nouvelle-Zélande"
"8398","KimCrawfordSauvignonBlancMarlborough","9,95$","Vinblanc","375ml","Nouvelle-Zélande"
"8399","KimCrawfordSauvignonBlancMarlborough","19,90$","Vinblanc","750ml","Nouvelle-Zélande"
"8400","KimCrawfordSignatureSauvignonblanc2018","25,65$","Vinblanc","750ml","Nouvelle-Zélande"
"8401","KimCrawfordSmallParcelsFizz2013","29,60$","Vinmousseux","750ml","Nouvelle-Zélande"
"8402","KimCrawfordUnoakedChardonnay","19,90$","Vinblanc","750ml","Nouvelle-Zélande"
"8403","KingGoblinImperialRubyBeer","4,00$","BièreroussedetypeAle","500ml","RoyaumeUni"
"8404","KingofScotsBlendedScotchWhisky","29,70$","Whiskyécossais","750ml","RoyaumeUni"
"8405","King'sCourtVidal2016","14,95$","Vinblanc","750ml","Canada"
"8406","KinsellaJerseyBoysCabernet-Sauvignon2010","157,00$","Vinrouge","750ml","États-Unis"
"8407","KinsellaJerseyBoysCabernet-Sauvignon2011","157,00$","Vinrouge","750ml","États-Unis"
"8408","KinsellaTamaraVineyard2010","157,00$","Vinrouge","750ml","États-Unis"
"8409","KinsellaTamaraVineyard2011","157,00$","Vinrouge","750ml","États-Unis"
"8410","Kinuurawhisky","50,75$","Whisky","500ml","Japon"
"8411","KinuyukiJunmaiGinjo","29,85$","Saké","720ml","Japon"
"8412","Kir-YianniAssyrtiko2018","17,95$","Vinblanc","750ml","Grèce"
"8413","Kir-YianniCuvéeVillagesNaoussa2017","17,65$","Vinrouge","750ml","Grèce"
"8414","Kir-YianniParanga2017","15,35$","Vinrouge","750ml","Grèce"
"8415","Kir-YianniParangaMacédoine","13,60$","Vinblanc","750ml","Grèce"
"8416","Kir-YianniRamnista2016","26,25$","Vinrouge","750ml","Grèce"
"8417","KirinIchibanSpecialPremiumReserve","4,60$","BièreblondedetypeLage","650ml","États-Unis"
"8418","KirkandSweeneyRhumDominicain12ans","69,00$","Rhumagricole","750ml","RépubliqueDominicaine"
"8419","KistlerSonomaCoastPinotNoir2015","101,00$","Vinrouge","750ml","États-Unis"
"8420","KleePinotNoirWillametteValley2017","27,85$","Vinrouge","750ml","États-Unis"
"8421","KleinConstantiaMétisSauvignon2016","28,90$","Vinblanc","750ml","AfriqueduSud"
"8422","KleinConstantiaVindeConstance2015","80,00$","Vindedessert","500ml","AfriqueduSud"
"8423","KnobCreekCaskStrengthRyeWhiskey","118,75$","Whiskeyaméricain","750ml","États-Unis"
"8424","KnobCreekKentuckyStraightRyeWhiskey","46,50$","Whiskeyaméricain","750ml","États-Unis"
"8425","KnobCreekStraightBourbon","46,75$","Whiskeyaméricain","750ml","États-Unis"
"8426","KnobCreekStraightBourbon","26,15$","Whiskeyaméricain","375ml","États-Unis"
"8427","KnobCreekTwiceBarreledStraightRye","58,50$","Whiskeyaméricain","750ml","États-Unis"
"8428","KofererhofPinotGrigioSudtirolBrixnerEisacktaler2016","35,50$","Vinblanc","750ml","Italie"
"8429","KofererhofPinotGrigioSudtirolBrixnerEisacktaler2017","36,75$","Vinblanc","750ml","Italie"
"8430","KofererhofRieslingSudtirolBrixnerEisacktaler2016","47,00$","Vinblanc","750ml","Italie"
"8431","KofererhofRieslingSudtirolBrixnerEisacktaler2015","46,50$","Vinblanc","750ml","Italie"
"8432","KofererhofRieslingSudtirolBrixnerEisacktaler2014","49,00$","Vinblanc","750ml","Italie"
"8433","KooyongEstateSingleVineyardFerrousPinotNoir2010","79,00$","Vinrouge","750ml","Australie"
"8434","KooyongFarragoChardonnayMorningtonPeninsula2013","56,00$","Vinblanc","750ml","Australie"
"8435","KopkeColheita1975","150,00$","Porto","750ml","Portugal"
"8436","KopkeDouro2017","17,75$","Vinrouge","750ml","Portugal"
"8437","KopkeTawny10ans","17,95$","Porto","375ml","Portugal"
"8438","KopkeTawny30ans","98,75$","Porto","750ml","Portugal"
"8439","KornellFlorianBriglGreifLagrein2018","25,60$","Vinrouge","750ml","Italie"
"8440","KornellFlorianBriglGrisAltoAdige2018","26,25$","Vinblanc","750ml","Italie"
"8441","KostaBrowneGap'sCrownVineyardPinotNoirSonomaCoast2017","222,00$","Vinrouge","750ml","États-Unis"
"8442","KostaBrownePinotNoirGap'sCrownVineyard2014","203,25$","Vinrouge","750ml","États-Unis"
"8443","KostaBrownePinotNoirGap'sCrownVineyard2013","173,00$","Vinrouge","750ml","États-Unis"
"8444","KostaBrowneRussianRiverValleyPinotNoir2016","151,75$","Vinrouge","750ml","États-Unis"
"8445","KostaBrowneRussianRiverValleyPinotNoir2014","154,75$","Vinrouge","750ml","États-Unis"
"8446","KostaBrowneSonomaCoastPinotNoir2016","151,75$","Vinrouge","750ml","États-Unis"
"8447","KostaBrowneSonomaCoastPinotNoir2014","154,75$","Vinrouge","750ml","États-Unis"
"8448","KourtakiKourosPatras2018","13,70$","Vinblanc","750ml","Grèce"
"8449","KourtakiMavrodaphnédePatras","14,70$","Vinfortifié","750ml","Grèce"
"8450","KovalBarreledGin","64,75$","Drygin","500ml","États-Unis"
"8451","KovalDryGin","58,25$","Drygin","500ml","États-Unis"
"8452","KovalFourGrainSingleBarrelWhiskey","66,75$","Whiskeyaméricain","500ml","États-Unis"
"8453","KovalSingleBarrelBourbon","100,00$","Whiskeyaméricain","750ml","États-Unis"
"8454","KovalSingleBarrelFourGrain","100,00$","Whiskeyaméricain","750ml","États-Unis"
"8455","KovalSingleBarrelRye","67,25$","Whiskeyaméricain","500ml","États-Unis"
"8456","KoyleCabernetSauvignonGranReservaAltoColchagua2017","19,95$","Vinrouge","750ml","Chili"
"8457","KoyleRoyaleAltoCabernetSauvignon2015","22,95$","Vinrouge","750ml","Chili"
"8458","KoyleSyrahGranReserva2016","19,05$","Vinrouge","750ml","Chili"
"8459","KracherCuvéebeerenauslese2017","38,25$","Vindedessert","375ml","Autriche"
"8460","KracherNobleReserveTrockenbeerenausl","37,00$","Vinblanc","375ml","Autriche"
"8461","KraterNosterBavarianDryGin","81,25$","Drygin","700ml","Allemagne"
"8462","KrisLecoeurTerreSiciliane2018","17,40$","Vinrouge","750ml","Italie"
"8463","KrohnColheita2007","34,75$","Porto","750ml","Portugal"
"8464","KrugBrut","422,00$","Champagnerosé","750ml","France"
"8465","KrugBrut","422,00$","Champagnerosé","750ml","France"
"8466","KrugBrut2004","431,75$","Champagne","750ml","France"
"8467","KrugGrandeCuvéeBrut","313,75$","Champagne","750ml","France"
"8468","KrutzlerBlaufränkisch2017","21,20$","Vinrouge","750ml","Autriche"
"8469","KtimaBibliaChoraAssyrtico/Sauvignon2018","20,70$","Vinblanc","750ml","Grèce"
"8470","KtimaBibliaChoraBiblinosPangée2018","29,25$","Vinrosé","750ml","Grèce"
"8471","KtimaPavlidisThemaSauvignonBlanc/Assyrtiko2017","21,80$","Vinblanc","750ml","Grèce"
"8472","KugeHontenWhiteLabelIchinoide","13,05$","Saké","300ml","Japon"
"8473","KuhlmannPlatzCrémantd’AlsaceBrut","21,65$","Vinmousseux","750ml","France"
"8474","KuhlmannPlatz,RieslingSchoenenbourgGrandCru2016","27,45$","Vinblanc","750ml","France"
"8475","KumalaMerlot/PinotageWesterncape","10,25$","Vinrouge","750ml","AfriqueduSud"
"8476","KumamotoShinrikiChiyonosonoJunmaiginjo","43,75$","Saké","720ml","Japon"
"8477","KumeuRiverChardonnayMaté'sVineyard2018","66,75$","Vinblanc","750ml","Nouvelle-Zélande"
"8478","KumeuRiverEstateChardonnay2018","41,25$","Vinblanc","750ml","Nouvelle-Zélande"
"8479","KumeuRiverHuntingHillChardonnay2018","57,25$","Vinblanc","750ml","Nouvelle-Zélande"
"8480","KünstlerHochheimerHölleRieslingKabinettTrocken2016","35,00$","Vinblanc","750ml","Allemagne"
"8481","KweichowMoutaiChiew","484,50$","Baijiu","500ml","Chine"
"8482","LdeLaLouvièrePessac-Léognan2016","33,50$","Vinblanc","750ml","France"
"8483","LJadotChassagneMontrachet1erCruLesEmbazées2016","121,25$","Vinblanc","750ml","France"
"8484","L&CPoitoutBourgogneVindemiola2018","27,00$","Vinrouge","750ml","France"
"8485","L&CPoitoutPetitChablisSycomore2018","25,00$","Vinblanc","750ml","France"
"8486","L'AbeilledeFieuzal2015","47,50$","Vinrouge","750ml","France"
"8487","L'AlchimisteWitbier","2,85$","BièreblanchedetypeAle","341ml","Canada"
"8488","L'Amoszus","7,90$","BièreblondedetypeAle","750ml","Canada"
"8489","L'Amoszus","7,90$","BièreblanchedetypeAle","750ml","Canada"
"8490","L'AmoszusDouble","7,90$","BièrebrunedetypeAle","750ml","Canada"
"8491","L'AncestraleDomaineSylvainPataille2016","132,00$","Vinrouge","750ml","France"
"8492","L'AubergeCuvéeFestive","32,50$","Vinblanc","4L","Canada"
"8493","L'AubergeCuvéeFestive","32,50$","Vinrouge","4L","Canada"
"8494","L'AvenirRosédePinotage2014","19,05$","Vinrosé","750ml","AfriqueduSud"
"8495","L'AventureEstateCuvée2016","159,00$","Vinrouge","750ml","États-Unis"
"8496","L'AventureOptimus2017","84,50$","Vinrouge","750ml","États-Unis"
"8497","L'ÉcoleNo41Apogee2014","84,25$","Vinrouge","750ml","États-Unis"
"8498","L'ÉcoleNo41Apogee2013","83,00$","Vinrouge","750ml","États-Unis"
"8499","L'ÉcoleNo41ColumbiaValleyCabernet-Sauvignon2016","49,00$","Vinrouge","750ml","États-Unis"
"8500","L'ÉcoleNo41ColumbiaValleyCheninBlanc2016","27,20$","Vinblanc","750ml","États-Unis"
"8501","L'ÉcoleNo41FergusonWallaWallaValley","100,25$","Vinrouge","750ml","États-Unis"
"8502","L'ÉcoleNo41Perigee2015","85,25$","Vinrouge","750ml","États-Unis"
"8503","L'ÉcoleNo41SémillonColumbiaValley2017","25,30$","Vinblanc","750ml","États-Unis"
"8504","L'ÉcoleNo41SyrahColumbiaValley2017","41,25$","Vinrouge","750ml","États-Unis"
"8505","L'EcoleNo41Frenchtown2017","30,75$","Vinrouge","750ml","États-Unis"
"8506","L'EnclosdeRamageHaut-Médoc2009","24,40$","Vinrouge","750ml","France"
"8507","L'EnclosdeRamageHaut-Médoc2009","28,75$","Vinrouge","750ml","France"
"8508","L'EspritdeBelAirlaRoyèreBlayeCôtesdeBordeaux2015","24,60$","Vinrouge","750ml","France"
"8509","L'ExtravagantdeDoisy-Daëne2003","318,25$","Sauternes","375ml","France"
"8510","L'If","33,25$","Drygin","500ml","Canada"
"8511","L'OrangeraiedePennautier","13,10$","Vinrouge","750ml","France"
"8512","L'OrangeraiePaysd'OcCabernetSauvignon","13,95$","Vinrouge","750ml","France"
"8513","L'OrangeraiePinotNoirPaysd'Oc","13,95$","Vinrouge","750ml","France"
"8514","L'OréedesBoisCrèmedecamerise","27,30$","Boissonauxfruits(camer","200ml","Canada"
"8515","L'Orléane","26,05$","Liqueurdefruit(cassis)","375ml","Canada"
"8516","L'Orpailleur2019","14,95$","Vinrouge","750ml","Canada"
"8517","L'Orpailleur2019","15,95$","Vinblanc","750ml","Canada"
"8518","L'Orpailleur2018","32,35$","Vindeglace","200ml","Canada"
"8519","L'OrpailleurRéserve2012","19,10$","Vinblanc","750ml","Canada"
"8520","L'OstalMinervoisEstibals2018","20,20$","Vinrouge","750ml","France"
"8521","L'Uniondevigneronsdel'îledeBeautéCorsePrestigeDuPresident2014","30,75$","Vinrouge","750ml","France"
"8522","L.&R.KoxAmber2017","50,25$","Vinblanc","750ml","Luxembourg"
"8523","L.A.CettoCabernet-Sauvignon2017","12,75$","Vinrouge","750ml","Mexique"
"8524","L.A.CettoPetiteSirahValledeGuadalupe","11,45$","Vinrouge","750ml","Mexique"
"8525","L.A.CettoZinfandel2010","14,55$","Vinrouge","750ml","Mexique"
"8526","L.A.CettoReservaPrivadaNebbiolo2014","19,95$","Vinrouge","750ml","Mexique"
"8527","LA31","3,70$","BièreblondedetypeAle","360ml","États-Unis"
"8528","LaBaraqueWhiskyetÉrable","28,85$","Liqueur","500ml","Canada"
"8529","LaBastideBlanche2017","32,25$","Vinrouge","750ml","France"
"8530","LaBelleAngèleCabernet-Sauvignon","10,80$","Vinrouge","750ml","France"
"8531","LaBelleÉtoileCabernet-SauvignonPaysd'Oc","11,95$","Vinrouge","750ml","France"
"8532","LaBiancaraPico2017","42,50$","Vinblanc","750ml","Italie"
"8533","LaBitttàTibiBrassinNomadeKristallWitte","10,91$","BièreblanchedetypeAle","6x355ml","Canada"
"8534","LaBitttàTibiBrassinNomadeLagerBlonde","10,91$","BièreblondedetypeLage","6x355ml","Canada"
"8535","LaBitttàTibiBrassinNomadePaleAle","10,91$","BièredoréedetypeAle","6x355ml","Canada"
"8536","LaBonhommeValencia","15,45$","Vinrosé","750ml","Espagne"
"8537","LaBotijaTabernero","36,00$","Pisco","750ml","Pérou"
"8538","LaBrujadeRozas2018","27,90$","Vinrouge","750ml","Espagne"
"8539","LaBrujadeRozas2016","25,75$","Vinrouge","750ml","Espagne"
"8540","LaCabaneChardonnay2015","11,55$","Vinblanc","750ml","Italie"
"8541","LaCabaneMerlot2014","11,55$","Vinrouge","750ml","Italie"
"8542","LaCallejuelaLasMercedes2018","30,00$","Vinblanc","750ml","Espagne"
"8543","LaCallejuelaManzanillaPasadaBlanquitoJerez-Xérès-SherryYManzanilla-SanlúcarDeBarrameda","35,50$","Vinapéritif","500ml","Espagne"
"8544","LaCantinaDeiColliRipaniLineaPharusLeoRipanus2015","24,75$","Vinrouge","750ml","Italie"
"8545","LaCantinaDeiColliRipaniLineaPharusLeoRipanus2015","24,75$","Vinrouge","750ml","Italie"
"8546","LaCantinaPizzolatoSparklingProseccoBrut2018","18,40$","Vinmousseux","750ml","Italie"
"8547","LaCantinaValléed'OkaPinotNoir","24,95$","Vinrouge","750ml","Canada"
"8548","LaCantinaValléed'OkaRoséduCalvaire2019","19,95$","Vinrosé","750ml","Canada"
"8549","LaCapitanaCabernet-Sauvignon/MerlotValledelCachapoal2018","18,45$","Vinrouge","750ml","Chili"
"8550","LaCapitanaCarmenère2018","19,40$","Vinrouge","750ml","Chili"
"8551","LaCappuccinaPinotGrigio2016","19,65$","Vinblanc","750ml","Italie"
"8552","LaCavedelaReineJeanneArboisSavagnin2014","34,00$","Vinblanc","750ml","France"
"8553","LaChablisienneBourgogneÉmotionsMinérales2018","18,95$","Vinblanc","750ml","France"
"8554","LaChablisienneChablisLaSereine","23,45$","Vinblanc","750ml","France"
"8555","LaChablisienneChablisPremierCruCôtedeLéchet2017","35,75$","Vinblanc","750ml","France"
"8556","LaChablisienneChablisPremierCruFourchaume2017","41,75$","Vinblanc","750ml","France"
"8557","LaChablisienneChablisPremierCruGrandeCuvée2017","31,25$","Vinblanc","750ml","France"
"8558","LaChablisienneChablisPremierCruLaGrandeCuvée2014","31,25$","Vinblanc","750ml","France"
"8559","LaChablisienneChâteauGrenouillesChablisGrandCru2014","99,25$","Vinblanc","750ml","France"
"8560","LaChablisienneLaSereine2018","48,50$","Vinblanc","1,5L","France"
"8561","LaChapelled'Ausone2011","280,00$","Vinrouge","750ml","France"
"8562","LaChapelled'Ausone2011","280,00$","Vinrouge","750ml","France"
"8563","LaChapelled'Ausone2010","349,00$","Vinrouge","750ml","France"
"8564","LaChapelled'AusoneSaint-Émilion2011","573,00$","Vinrouge","1,5L","France"
"8565","LaChapelled'AusoneSaint-ÉmilionGrandCru2012","240,00$","Vinrouge","750ml","France"
"8566","LaChapelledeLafon-Rochet2012","50,00$","Vinrouge","750ml","France"
"8567","LaChouffe","7,50$","BièreblondedetypeAle","750ml","Belgique"
"8568","LaChouletteAmbrée","7,15$","BièreambréedetypeAle","750ml","France"
"8569","LaCiarlianaRossodiMontepulciano2017","22,15$","Vinrouge","750ml","Italie"
"8570","LaCidrerieduVillageFoliedeglace","23,75$","Cidredeglace","375ml","Canada"
"8571","LaCidrerieduVillageJoied'automne","Prixnormal18,15$PrixSpécial13,61$","Cidremousseux","750ml","Canada"
"8572","LaClandestine","101,25$","Absinthe","700ml","Suisse"
"8573","LaCloseriedeMalescasseHaut-Médoc2015","30,00$","Vinrouge","750ml","France"
"8574","LaCloserieFacSimiliéBrut","165,50$","Champagnerosé","750ml","France"
"8575","LaCloserieLesBéguinesExtra-Brut","113,75$","Champagne","750ml","France"
"8576","LaCollinadiDionisoFabioObertoBarolo2013","68,75$","Vinrouge","1,5L","Italie"
"8577","LaColombièreLesFrontonsFlingueurs2019","21,85$","Vinrouge","750ml","France"
"8578","LaCremaChardonnaySonomaCoast2018","27,20$","Vinblanc","750ml","États-Unis"
"8579","LaCremaPinotNoirMonterey2016","30,00$","Vinrosé","750ml","États-Unis"
"8580","LaCremaPinotNoirSonomaCoast2018","29,85$","Vinrouge","750ml","États-Unis"
"8581","LaCremaRussianRiverChardonnay2018","39,75$","Vinblanc","750ml","États-Unis"
"8582","LaCrèmedeMenthedeEva","33,25$","Liqueurdementhe","750ml","Canada"
"8583","LaCrèmedeMenthedeIsabelle","33,25$","Liqueur","750ml","Canada"
"8584","LaCroixDucruBeaucaillouCuvéeColbert2014","109,25$","Vinrouge","750ml","France"
"8585","LaCroixDucruBeaucaillouCuvéeColbertSaint-Julien2015","115,25$","Vinrouge","750ml","France"
"8586","LaCroixDucru-Beaucaillou2015","95,75$","Vinrouge","750ml","France"
"8587","LaCroixDucru-BeaucaillouSaint-Julien2016","105,00$","Vinrouge","750ml","France"
"8588","LaCuvéeMythiqueÉditionLimitéeHalloween2016","17,00$","Vinrouge","750ml","France"
"8589","LaDemoiselledeSigalasBordeaux2015","28,10$","Vinblanc","750ml","France"
"8590","LaFaceCachéedelaPommeNeigeNoirambreduQuébec","60,50$","Mistelledepomme","500ml","Canada"
"8591","LaFaceCachéedelaPommeNeigeRéserve2013","33,50$","Cidredeglace","375ml","Canada"
"8592","LaFilleCouillaudLordDeLaRagotièreChardonnay","13,85$","Vinblanc","750ml","France"
"8593","LaFilleCouillaudLordDeLaRagotièrePinotNoir2018","17,65$","Vinrouge","750ml","France"
"8594","LaFilleCouillaudLorddelaRagotièreValdeLoireSauvignon2019","16,15$","Vinblanc","750ml","France"
"8595","LaFioritaBrunellodiMontalcino2012","74,00$","Vinrouge","750ml","Italie"
"8596","LaFioritaBrunellodiMontalcinoRiserva2012","93,00$","Vinrouge","750ml","Italie"
"8597","LaFleurAnneSaint-Émilion","19,40$","Vinrouge","750ml","France"
"8598","LaFleurdeHaut-BagesLibéralPauillac2014","48,75$","Vinrouge","750ml","France"
"8599","LaFleurduChâteauArmensSaint-ÉmilionGrandCru2016","31,75$","Vinrouge","750ml","France"
"8600","LaForcalladeAntonia2014","23,25$","Vinrouge","750ml","Espagne"
"8601","LaForgedeTartMorey-Saint-DenisPremierCru2006","225,25$","Vinrouge","750ml","France"
"8602","LaGaffelièreChâteauChapelled'Aliénor2016","23,10$","Vinrouge","750ml","France"
"8603","LaGitaBarberaMcLarenVale2014","29,80$","Vinrouge","750ml","Australie"
"8604","LaGrangedePiaugierCôtesduRhône2017","19,15$","Vinrouge","750ml","France"
"8605","LaGrangeDimièreJean-MaxRoger2015","28,95$","Vinrouge","750ml","France"
"8606","LaGrangeTiphaineClefdeSol2017","36,25$","Vinblanc","750ml","France"
"8607","LaGrangeTiphaineTouraineAmboiseBelAir2018","27,45$","Vinblanc","750ml","France"
"8608","LaGrangeTiphaineTouraineAmboiseCôtVieillesVignes2017","46,50$","Vinrouge","750ml","France"
"8609","LaGrangeTiphaineTouraineTrinqu'âmes2018","21,45$","Vinblanc","750ml","France"
"8610","LaGravettedeCertan2016","144,75$","Vinrouge","750ml","France"
"8611","LaGravettedeCertanPomerol2015","126,75$","Vinrouge","750ml","France"
"8612","LaGravettedeCertanPomerolGrandCru2017","137,50$","Vinrouge","750ml","France"
"8613","LaGuitaManzanilla","18,35$","Vinapéritif","750ml","Espagne"
"8614","LaGuitaManzanilla,LaGuitaEnRama","16,70$","Vinapéritif","375ml","Espagne"
"8615","LaHaltedesPèlerins2015","Prixnormal5,20$PrixSpécial4,70$","Vinrosé","250ml","Canada"
"8616","LaHaltedesPèlerins2019","16,00$","Vinrouge","750ml","Canada"
"8617","LaHaltedesPèlerins2019","14,50$","Vinblanc","750ml","Canada"
"8618","LaHaltedesPèlerinsLeConfessionnal2011","Prixnormal19,40$PrixSpécial17,40$","Vinfortifié","500ml","Canada"
"8619","LaHaltedesPèlerinsLeGraal2011","Prixnormal44,80$PrixSpécial40,30$","Vindeglace","200ml","Canada"
"8620","LaHaltedesPèlerinsLeMiraculé2011","Prixnormal19,40$PrixSpécial17,40$","Vinfortifié","500ml","Canada"
"8621","LaHaltedesPèlerinslePrestige2019","23,65$","Vinrouge","750ml","Canada"
